                                                
+------------+------------+--------------+----------+-----+----------+-------------------------+
| student_id | first_name |  last_name   | major_id | gpa | major_id |          major          |
|        34 |       38 |         26 | Gerald     | Osiki        | 2.2 | Data Science            | Calculus                       |
|        32 |       38 |         26 | Gerald     | Osiki        | 2.2 | Data Science            | Python                         |
|        28 |       38 |         26 | Gerald     | Osiki        | 2.2 | Data Science            | Machine Learning               |
|        23 |       38 |         26 | Gerald     | Osiki        | 2.2 | Data Science            | Data Structures and Algorithms |
|        36 |       41 |         27 | Vanya      | Hassanah     | 4.0 | Game Design             | Algorithms                     |
|        35 |       41 |         27 | Vanya      | Hassanah     | 4.0 | Game Design             | Game Architecture              |
|        34 |       41 |         27 | Vanya      | Hassanah     | 4.0 | Game Design             | Calculus                       |
|        31 |       41 |         27 | Vanya      | Hassanah     | 4.0 | Game Design             | Artificial Intelligence        |
|        30 |       36 |         28 | Roxelana   | Florescu     | 3.2 | Database Administration | Web Applications               |
|        27 |       36 |         28 | Roxelana   | Florescu     | 3.2 | Database Administration | SQL                            |
|        25 |       36 |         28 | Roxelana   | Florescu     | 3.2 | Database Administration | Database Systems               |
|        23 |       36 |         28 | Roxelana   | Florescu     | 3.2 | Database Administration | Data Structures and Algorithms |
|        34 |       38 |         29 | Helene     | Parker       | 3.4 | Data Science            | Calculus                       |
|        32 |       38 |         29 | Helene     | Parker       | 3.4 | Data Science            | Python                         |
|        28 |       38 |         29 | Helene     | Parker       | 3.4 | Data Science            | Machine Learning               |
|        23 |       38 |         29 | Helene     | Parker       | 3.4 | Data Science            | Data Structures and Algorithms |
|        30 |       37 |         30 | Mariana    | Russel       | 1.8 | Web Development         | Web Applications               |
|        33 |       37 |         30 | Mariana    | Russel       | 1.8 | Web Development         | Object-Oriented Programming    |
|        23 |       37 |         30 | Mariana    | Russel       | 1.8 | Web Development         | Data Structures and Algorithms |
|        24 |       37 |         30 | Mariana    | Russel       | 1.8 | Web Development         | Web Programming                |
|           |          |         31 | Ajit       | Dhungel      | 3.0 |                         |                                |
|        30 |       36 |         32 | Mehdi      | Vandenberghe | 1.9 | Database Administration | Web Applications               |
|        27 |       36 |         32 | Mehdi      | Vandenberghe | 1.9 | Database Administration | SQL                            |
|        25 |       36 |         32 | Mehdi      | Vandenberghe | 1.9 | Database Administration | Database Systems               |
|        23 |       36 |         32 | Mehdi      | Vandenberghe | 1.9 | Database Administration | Data Structures and Algorithms |
|        30 |       37 |         33 | Dejon      | Howell       | 4.0 | Web Development         | Web Applications               |
|        33 |       37 |         33 | Dejon      | Howell       | 4.0 | Web Development         | Object-Oriented Programming    |
|        23 |       37 |         33 | Dejon      | Howell       | 4.0 | Web Development         | Data Structures and Algorithms |
|        24 |       37 |         33 | Dejon      | Howell       | 4.0 | Web Development         | Web Programming                |
|        38 |       42 |         34 | Aliya      | Gulgowski    | 2.6 | System Administration   | Server Administration          |
|        37 |       42 |         34 | Aliya      | Gulgowski    | 2.6 | System Administration   | UNIX                           |
|        26 |       42 |         34 | Aliya      | Gulgowski    | 2.6 | System Administration   | Computer Networks              |
|        29 |       42 |         34 | Aliya      | Gulgowski    | 2.6 | System Administration   | Computer Systems               |
|        34 |       38 |         35 | Ana        | Tupajic      | 3.1 | Data Science            | Calculus                       |
|        32 |       38 |         35 | Ana        | Tupajic      | 3.1 | Data Science            | Python                         |
|        28 |       38 |         35 | Ana        | Tupajic      | 3.1 | Data Science            | Machine Learning               |
|        23 |       38 |         35 | Ana        | Tupajic      | 3.1 | Data Science            | Data Structures and Algorithms |
|           |          |         36 | Hugo       | Duran        | 3.8 |                         |                                |
|        36 |       39 |            |            |              |     | Network Engineering     | Algorithms                     |
|        39 |       39 |            |            |              |     | Network Engineering     | Network Security               |
|        29 |       39 |            |            |              |     | Network Engineering     | Computer Systems               |
|        26 |       39 |            |            |              |     | Network Engineering     | Computer Networks              |
|        32 |       40 |            |            |              |     | Computer Programming    | Python                         |
|        29 |       40 |            |            |              |     | Computer Programming    | Computer Systems               |
|        33 |       40 |            |            |              |     | Computer Programming    | Object-Oriented Programming    |
|        26 |       40 |            |            |              |     | Computer Programming    | Computer Networks              |
+-----------+----------+------------+------------+--------------+-----+-------------------------+--------------------------------+
(108 rows)

             Table "public.majors_courses"
+-----------+---------+-----------+----------+---------+
|  Column   |  Type   | Collation | Nullable | Default |
+-----------+---------+-----------+----------+---------+
| major_id  | integer |           | not null |         |
| course_id | integer |           | not null |         |
+-----------+---------+-----------+----------+---------+
Indexes:
    "majors_courses_pkey" PRIMARY KEY, btree (major_id, course_id)
Foreign-key constraints:
    "majors_courses_course_id_fkey" FOREIGN KEY (course_id) REFERENCES courses(course_id)
    "majors_courses_major_id_fkey" FOREIGN KEY (major_id) REFERENCES majors(major_id)

                                          Table "public.students"
+------------+-----------------------+-----------+----------+----------------------------------------------+
|   Column   |         Type          | Collation | Nullable |                   Default                    |
+------------+-----------------------+-----------+----------+----------------------------------------------+
| student_id | integer               |           | not null | nextval('students_student_id_seq'::regclass) |
| first_name | character varying(50) |           | not null |                                              |
| last_name  | character varying(50) |           | not null |                                              |
| major_id   | integer               |           |          |                                              |
| gpa        | numeric(2,1)          |           |          |                                              |
+------------+-----------------------+-----------+----------+----------------------------------------------+
Indexes:
    "students_pkey" PRIMARY KEY, btree (student_id)
Foreign-key constraints:
    "students_major_id_fkey" FOREIGN KEY (major_id) REFERENCES majors(major_id)

